timestamp,hour,day_of_week,month,is_weekend,is_rush_hour,temperature,humidity,wind_speed,precipitation,atmospheric_pressure,traffic_volume,congestion_index,industrial_activity,green_space_percentage,pollution_level
2023-01-01 15:00:00,15,6,1,1,0,19.64757349468595,72.19610447444248,6.905508898461427,3.068445354785847,995.1364487566005,664,19.161720280857274,20.6883473922304,22.54508991692333,15.390296221837776
2023-01-01 16:00:00,16,6,1,1,0,20.666236704694228,47.113680864538956,1.1985381524913457,5.650154920401212,1016.4601902615349,657,6.778811863840183,34.77296008809423,24.582493949771525,22.63587804598471
2023-01-01 17:00:00,17,6,1,1,1,17.69607049417077,77.93004177004224,10.093702663838108,3.4382202318949693,1015.5951517604543,2867,60.90512925216475,32.175134959387854,17.22312674024355,67.41739188844903
2023-01-01 18:00:00,18,6,1,1,1,20.427393807159966,56.176502326973115,15.60003573553238,0.4935298065390978,1015.8330822318865,1759,25.44330063669038,22.106476340974226,19.89520707378332,38.75371096447492
2023-01-01 19:00:00,19,6,1,1,1,19.8960434473172,66.65420884023268,1.3506209628977963,1.717540807299649,1024.6761807995983,2234,44.23332067264477,15.615732812245959,11.806768034979633,63.77205761429696
2023-01-01 20:00:00,20,6,1,1,0,23.40301779650763,69.25545255481045,10.711500228253533,20.592731580595924,1020.7599479652911,1197,29.500234210516034,17.30076912672453,20.930499253792508,24.788333246744873
2023-01-01 21:00:00,21,6,1,1,0,19.685763355086706,65.51083035945945,0.5100460351670186,16.184530955637385,1000.9108638467274,830,13.842421349485099,41.96133717091107,23.37046724396987,29.739731979153095
2023-01-01 22:00:00,22,6,1,1,0,18.424631446609972,58.363372235211465,0.2865930304309167,1.9318938162252417,1024.8271932788068,459,1.6453885043099339,23.867461853499286,16.253850129826535,20.428225306934756
2023-01-01 23:00:00,23,6,1,1,0,25.73831381407762,52.67103627011004,0.6918514065147825,27.99279557307374,1010.9054805168133,1430,29.331073981887794,26.610914543241662,31.833168687100876,41.130355252338255
2023-01-02 00:00:00,0,0,1,0,0,13.919841152809724,55.96508239044988,0.29737589806017234,9.339462999982404,993.2985149833546,332,3.616405666822609,96.76953410424659,14.14025571277162,46.79368987213216
2023-01-02 01:00:00,1,0,1,0,0,23.358270834685513,83.47757898793316,9.322045572858302,4.720359131065985,1011.912443750922,1550,34.147791830329176,76.04077283904732,21.984336228132875,62.800376590153775
2023-01-02 02:00:00,2,0,1,0,0,22.337577903545014,47.01200344306412,0.30432714647571246,0.20475907859273568,1019.4712909014235,1408,23.7333678389097,79.37842706309654,25.93822053793224,72.85601451476481
2023-01-02 03:00:00,3,0,1,0,0,16.6967067309505,49.21134993055551,1.5849653077048067,11.585795374018868,1002.8614810305405,1729,30.7168155517345,87.46713770575009,19.45897349895432,89.68072816077176
2023-01-02 04:00:00,4,0,1,0,0,23.39068458169111,48.55276765284429,0.5477148247881503,4.0757750321627695,1026.3285824370719,845,6.794988395618784,55.53013616657415,18.680662267738562,45.95011867444705
2023-01-02 05:00:00,5,0,1,0,0,21.119356744188256,62.03630819876498,1.7507814424567771,10.142835420666197,1003.7668344084784,888,18.609723555257418,67.52376006443521,9.997936946852365,51.42398020117384
2023-01-02 06:00:00,6,0,1,0,0,18.840581148306335,37.12941825018291,0.4746283404971943,8.991779486674668,1008.1890804246437,733,13.855475308617006,100.0,29.501390470013984,54.45347705270043
2023-01-02 07:00:00,7,0,1,0,1,16.52368927422475,39.6966021579841,5.513150507541026,8.948993420154569,1006.3526246425893,3062,55.298076646299656,68.81316666423237,18.81074758832683,126.51344942299058
2023-01-02 08:00:00,8,0,1,0,1,21.69833848034312,56.08567750561113,0.7154666203211222,5.989520625581541,995.9102378882019,3522,71.40899356883546,86.74646123173311,23.761557974543773,151.61276112056171
2023-01-02 09:00:00,9,0,1,0,1,17.88663964887023,40.683368320526434,9.547512525484668,1.7224272549226378,1003.0686637727963,3808,81.2953515032207,84.4560681575966,24.709043415020986,131.04484791279785
2023-01-02 10:00:00,10,0,1,0,0,15.866182088532552,41.90593036075798,8.496568322613966,2.048572553303348,1005.8814069549423,715,13.22216028290525,47.828294284184665,15.601910555875728,33.80535404669575
2023-01-02 11:00:00,11,0,1,0,0,18.940650043978795,40.795973859555914,0.06877932523558983,1.8442380310571544,1011.6989446615362,1159,24.52083474910987,74.657189155089,18.617299769961495,65.80503834163682
2023-01-02 12:00:00,12,0,1,0,0,18.61560284547745,47.30082436300007,11.303683192046595,0.1012482335884563,982.9852550811889,364,8.64655624792582,72.20121208307839,29.341376455204525,15.722793128240083
2023-01-02 13:00:00,13,0,1,0,0,20.199971835525872,70.96869760005609,0.14685733017867642,4.368179001626665,1020.1655302335982,1126,16.4983508641052,74.94938181760652,12.179616339816885,73.76384485967111
2023-01-02 14:00:00,14,0,1,0,0,19.471143014222722,74.33561934181624,1.3698544092775475,6.000462884872687,1020.0667370144367,1132,32.92292910353798,58.688312803134096,34.8954265233008,53.035912767108066
2023-01-02 15:00:00,15,0,1,0,0,23.602678315848586,88.78501339827909,0.16462637182332496,9.616156128378986,1024.8146124558937,1863,34.90575084938858,53.24620732131761,14.785890503066081,91.69985152426034
2023-01-02 16:00:00,16,0,1,0,0,22.095196823995167,88.23542787770218,2.0461872249564683,0.7550763631875566,998.083445219166,756,18.400581009301355,62.85984999968723,11.743377803516417,43.86427571819263
2023-01-02 17:00:00,17,0,1,0,1,19.485113494320743,71.79469064820671,3.6063602716891023,3.9283209632034355,1010.0716858016816,3282,69.48607638614524,68.53307504373696,20.926163144819743,141.42026185853624
2023-01-02 18:00:00,18,0,1,0,1,17.278440259557815,75.41516512201548,7.964007073318361,0.04020189027657103,1022.4143562014956,3370,66.70202436442125,87.77476671400474,35.4584378503791,114.85291295047462
2023-01-02 19:00:00,19,0,1,0,1,23.565877179291835,61.96653136028877,2.062309270262803,0.4996190938492254,1023.2749581772788,2920,61.433975125298176,97.25966229588411,6.623238450854565,146.44768678745297
2023-01-02 20:00:00,20,0,1,0,0,22.356596373494735,67.79797278018404,6.112212021932198,0.2786828303436694,1027.7893093825255,879,18.80909610908195,90.94896769334767,19.012889970572154,48.78301074612826
2023-01-02 21:00:00,21,0,1,0,0,27.968030273816126,89.15404572274755,1.038224252390949,6.463619997163103,1014.0271497457221,1192,16.75180121386297,82.90277816172767,23.33385512079589,65.83025614419691
2023-01-02 22:00:00,22,0,1,0,0,20.79045812069063,65.56819302085245,6.943455289404764,0.42266986260976386,1012.4402614205815,1972,37.77863649374956,54.93489606550615,20.23554970974872,70.20303120772014
2023-01-02 23:00:00,23,0,1,0,0,24.925313348042227,77.2985786781786,1.3459152364915428,6.30188659842545,997.4205080381166,1828,33.49724548822969,63.86655737515757,22.673451690021068,85.68961770492577
2023-01-03 00:00:00,0,1,1,0,0,21.38244890044591,45.98472587132233,0.7747660852092371,1.435909017439732,1023.6487619422732,1228,22.251274793269367,73.14889078619497,14.97376842479408,62.7115539019381
2023-01-03 01:00:00,1,1,1,0,0,20.257770414892445,50.00641913612659,1.025344742569378,10.506921082660936,1008.3968575833395,1891,31.299984110816812,60.513414428857374,15.801947078480332,85.2929404832706
2023-01-03 02:00:00,2,1,1,0,0,15.470128153350174,64.68104396692452,1.0048506001485153,8.387245303875497,1013.3394097743573,956,24.752168583730153,78.65808478791926,18.9610414698856,61.10733403817393
2023-01-03 03:00:00,3,1,1,0,0,22.164507387075936,62.24897505095087,3.596048168382098,15.830256841728648,1012.6717057275603,1304,34.08996327306706,80.80729162381431,12.090783384680742,73.21362231906329
2023-01-03 04:00:00,4,1,1,0,0,17.469740229922145,50.70098718892656,9.315125431132703,10.760577993176634,989.0534774156791,1470,34.29001487999204,78.04435093848203,19.687195189918672,56.989195712807756
2023-01-03 05:00:00,5,1,1,0,0,18.460023783808502,95.0,0.41476218453981273,13.539957447854874,1004.8854427596328,1054,27.43264612073571,85.37701906836372,17.27878294429949,63.287144869622516
2023-01-03 06:00:00,6,1,1,0,0,19.869389592579505,62.58891155872299,6.137167987183679,9.785850402050437,1017.5388137003652,692,12.116825814959219,56.431131794303894,16.70968370391592,32.76660862498019
2023-01-03 07:00:00,7,1,1,0,1,19.174097269260823,53.359124217230075,5.31159167032577,5.910761408597214,1012.5141419721882,3758,71.97871582506983,83.99243056138296,22.243544888190463,154.33095069713548
2023-01-03 08:00:00,8,1,1,0,1,15.310799616240462,62.274282410409455,10.298977057824384,0.9332092921115922,1017.6182297583641,3441,64.92706476594145,59.56531824819706,7.255383547604874,145.0711941808003
2023-01-03 09:00:00,9,1,1,0,1,17.61310702358896,60.38140053917452,1.3995455385476983,1.5852627582675494,1020.8384694031139,3047,64.16032461478612,55.88596071035672,18.396369276317923,127.88320330562205
2023-01-03 10:00:00,10,1,1,0,0,22.791753202313306,62.81703821836633,2.9901838188530663,1.195900803910931,1004.7675941935752,1191,24.95531526572075,77.98174201279572,36.22147635930403,50.12521699880335
2023-01-03 11:00:00,11,1,1,0,0,22.033302229020023,36.0942447697345,13.006800623448083,4.626478118163569,1007.8484971935419,1530,30.21389144200787,88.23810343298472,12.397232195720626,65.16178932439216
2023-01-03 12:00:00,12,1,1,0,0,22.095320777632885,79.37920044850298,5.393951986247969,3.5020669579725445,1011.588128744412,827,23.015742720976714,77.32020229564014,28.998503475390894,44.693808139861034
2023-01-03 13:00:00,13,1,1,0,0,20.520806190994413,80.23244130658725,2.461396809688634,10.090039070588245,1020.7349895454415,824,18.504706769076716,70.31206035658816,20.382592846388892,45.03644128959633
2023-01-03 14:00:00,14,1,1,0,0,21.986853540857187,82.05481158054728,0.7044340754543663,15.253357505013822,1010.6590196179304,742,10.646711812397076,74.65230739152261,15.779295337830073,51.67824521647307
2023-01-03 15:00:00,15,1,1,0,0,20.72336648776139,64.88147637804447,1.522344313521968,2.5947921076205676,995.1890284597113,206,0.7154558543215264,72.0464037710092,10.755508383291355,32.56706968368399
2023-01-03 16:00:00,16,1,1,0,0,19.495384735702746,69.93721590246773,4.351993787123012,3.5296481786051848,1011.0181712865493,1153,26.469966496270725,53.11073655796909,20.977773756996626,54.14317345225777
2023-01-03 17:00:00,17,1,1,0,1,23.49430593651357,47.006595779891256,6.332219720923957,17.792126397083013,1020.332704509687,1892,43.04866426327299,51.36069782582627,30.173779740702734,73.89668163325175
2023-01-03 18:00:00,18,1,1,0,1,19.26275693771888,72.49348992896084,0.6643545502523694,1.616469854672413,1026.570194228183,3586,74.47840116127985,68.81761180789817,17.275521983622653,143.45776980980992
2023-01-03 19:00:00,19,1,1,0,1,17.690996679001675,63.776815603409084,4.576421942588334,7.860488469948997,1015.8057592418477,3682,83.1244437393604,71.19785253653956,19.433270026842585,150.18381706671425
2023-01-03 20:00:00,20,1,1,0,0,23.63651702639938,53.09390076541137,3.996443103508036,1.2760092447501605,998.1400332360071,272,13.615035828657094,70.16998567551602,27.072595951332325,22.631772544828245
2023-01-03 21:00:00,21,1,1,0,0,23.700490413629172,72.97117037461261,3.6072749290374513,5.720037927578987,1008.9362925418494,209,6.385179174253814,80.14152420474869,22.386095539423966,25.008685338223714
2023-01-03 22:00:00,22,1,1,0,0,15.277534139167836,73.5517355413665,5.8579010710116854,1.4625728350944731,1017.750571476892,1796,31.72709670259249,66.7678492575349,8.99406954192795,78.56261582407431
2023-01-03 23:00:00,23,1,1,0,0,21.91385882967467,60.909132535123995,9.083835706038572,10.75934676474856,1021.6621475815728,761,8.670062441341162,78.44468772857284,20.692210510986285,38.59038065091105
2023-01-04 00:00:00,0,2,1,0,0,13.866730934540255,66.57573870192604,1.950343835781192,4.12172584544318,1018.0707158722314,321,4.483091274926425,67.83119849010328,30.58564437465919,22.68295226218946
2023-01-04 01:00:00,1,2,1,0,0,23.20844265859079,44.52424482099659,10.991674522600025,1.028566970175077,1010.4839246195181,886,21.486067232080785,97.350384430547,19.74141169472751,48.67311890303518
2023-01-04 02:00:00,2,2,1,0,0,17.19871147726385,78.64775155821538,0.8755398625454356,1.270393069397415,1021.585154297756,712,23.37323539655969,71.2107059008967,5.0,50.1066694674846
2023-01-04 03:00:00,3,2,1,0,0,22.352624562961815,46.517802179476476,0.9498972371782506,3.4046031095000724,1006.5943490740493,1189,25.867235172054002,100.0,22.717504941137513,63.92279043953264
2023-01-04 04:00:00,4,2,1,0,0,18.15537272174807,49.41861527881236,1.55149330878265,16.298752850627775,1014.8464907287414,640,18.643613971156185,75.28017386636296,18.610804923191747,43.467994726717244
2023-01-04 05:00:00,5,2,1,0,0,20.99867732146679,60.93473468145805,0.6365020538564106,7.340606849373687,1020.4978741190673,1261,23.993462569060988,66.79484244117677,7.196339102551482,66.423402058778
2023-01-04 06:00:00,6,2,1,0,0,15.857848927183243,76.7177442632769,1.3088971380282666,3.350178040173456,1018.7663580700356,901,21.13384562613775,56.50828035610488,8.24554336962351,54.64050869195054
2023-01-04 07:00:00,7,2,1,0,1,19.15758112541974,76.70922949823492,0.5625509740647018,2.0603278004389582,1018.9909497022527,2038,44.87678414738587,48.3566713891346,26.82575000302166,81.39329499112134
2023-01-04 08:00:00,8,2,1,0,1,19.820548209014994,59.927630671423046,8.622908896524974,3.984417228451678,1018.7391499362017,2812,46.34202862073736,55.12836573405765,14.87332078083444,112.2217162216328
2023-01-04 09:00:00,9,2,1,0,1,22.883521299255065,71.59520043380716,0.7481238056696814,6.898795481368158,1002.5130612270736,2811,54.15280598811746,56.80590536254015,13.647525334848057,130.4365857175657
2023-01-04 10:00:00,10,2,1,0,0,25.38284252902576,34.66412326006656,6.8777129963008505,7.6607315846113755,1013.1755754992982,1925,43.24850192138935,75.92230030618265,19.75053007347832,86.09967754190403
2023-01-04 11:00:00,11,2,1,0,0,21.74206862519008,49.21020014805671,0.24549886701212487,1.9623159880690233,1003.9075454155794,1407,29.51234167818282,62.107519434097185,15.490579011760428,67.0253180960341
2023-01-04 12:00:00,12,2,1,0,0,20.89295134552504,49.515743408045985,14.83284129119306,6.385572569865125,1010.10525943647,266,0.0,72.80390578831746,20.700340394444215,12.324419638751364
2023-01-04 13:00:00,13,2,1,0,0,16.915652688237387,78.78319364639727,6.209413402156068,5.361635651619646,1001.311600699958,216,0.0,89.2296754356503,18.580959793943308,26.853696180712095
2023-01-04 14:00:00,14,2,1,0,0,15.744210610953326,69.81981244362012,0.0340987515498738,15.984628994553074,1016.4496670635195,1606,30.291096273489966,68.68287472547719,11.6000309393445,82.46952211590657
2023-01-04 15:00:00,15,2,1,0,0,20.571010954895502,62.76979163856901,7.216578043724658,13.374790946909043,993.3484825281938,567,10.982071535530604,100.0,16.421615410070306,41.87836755148067
2023-01-04 16:00:00,16,2,1,0,0,20.40726148842946,64.22602595744061,3.6085761526849094,7.788482575383373,1019.1728119260847,1103,17.640385250858273,52.36283529491203,23.09927324916373,47.11610985380622
2023-01-04 17:00:00,17,2,1,0,1,21.824268986002885,83.52508914045187,7.556231492826133,6.425818291995263,1013.1534778781903,4343,87.57542468513998,67.74124677437608,20.293426281670378,175.91028132952655
2023-01-04 18:00:00,18,2,1,0,1,22.114943933998163,57.44730500240173,3.6959221806601787,1.6013127594614787,1032.0215964407753,4459,91.71193373616448,61.91030614583532,19.426402623257182,165.5977421916454
2023-01-04 19:00:00,19,2,1,0,1,21.082770132773405,40.2889903719894,5.122510671076284,9.352885461323885,1010.9539984797879,3780,78.95343585363116,84.04759909085512,33.56168968825569,146.12875843164431
2023-01-04 20:00:00,20,2,1,0,0,15.599096344461422,76.30792776592956,7.7166512884753935,2.7887625321073917,1010.9510330280468,1568,19.580405375338387,36.403125544508185,25.117262677698747,51.38565772492135
2023-01-04 21:00:00,21,2,1,0,0,22.677888414518485,62.72758555807591,2.5968774713895644,1.5889235045748542,1019.825322825294,1157,16.5685745109594,48.35327066233283,25.9670888537494,52.821949581691946
2023-01-04 22:00:00,22,2,1,0,0,19.684228597996462,74.30507517248671,0.013559117461225826,2.4238466010553497,1011.5350728542156,1776,33.996886758226324,68.38979766323556,18.838221145435526,89.38791712092565
2023-01-04 23:00:00,23,2,1,0,0,17.133960665846885,59.328527889202384,9.483816773936057,9.037477874716446,1015.7483280729992,1107,25.00086565518732,93.2706658151424,21.541016332458923,51.34017962708677
2023-01-05 00:00:00,0,3,1,0,0,18.7557060967836,47.4196571444416,2.3973645091372253,0.8045611962151479,1022.9440004208858,1188,26.20617006775018,73.38762751055961,16.98230007332015,65.55923709140343
2023-01-05 01:00:00,1,3,1,0,0,15.803777355182426,66.04232581624466,3.426318941733502,3.0454893911910688,1010.3248516235913,672,15.799349739383379,49.726788186036494,25.442848358668897,33.71970491216668
2023-01-05 02:00:00,2,3,1,0,0,18.967758376066044,60.15262606112146,0.03898479798827345,3.389890027576063,1024.9526016903146,314,4.36291029015534,52.04250110964655,19.227200671306697,29.099405952779424
2023-01-05 03:00:00,3,3,1,0,0,22.252357656768265,62.77413424311614,3.387274852723861,0.18658705542559534,996.2086614448539,299,4.341832813450196,95.09484554267429,21.556644242513897,34.96730643373057
2023-01-05 04:00:00,4,3,1,0,0,19.01712445016599,84.24855741176124,21.52066405902504,1.089200880186726,1029.0347987635482,637,9.098353657891298,60.68297801805639,21.12427911508618,11.496387936218305
2023-01-05 05:00:00,5,3,1,0,0,17.415205837255012,43.51946283922949,1.630504650895486,8.764879697815918,995.1183391855467,1568,35.20097064052924,55.85554941325354,19.872831830161818,65.16149916438819
2023-01-05 06:00:00,6,3,1,0,0,19.22544560439098,64.28877990713974,2.516092079102152,8.882405557900498,1026.5218731169753,548,6.35755606130211,92.1605884094629,40.0,34.18831325111463
2023-01-05 07:00:00,7,3,1,0,1,21.38286684626088,47.71504964761985,5.810796451117448,1.7294881694422684,994.335375316958,1555,35.35018197594785,85.16645508380486,15.333665057536942,75.09294253478589
2023-01-05 08:00:00,8,3,1,0,1,15.951830080300972,21.14181040319913,8.431423823588904,10.393098781107156,1032.805841184098,3577,72.57926619068823,89.11089464900193,15.270019288889154,142.02099040342995
2023-01-05 09:00:00,9,3,1,0,1,16.94278164389579,59.26552216466664,2.701200288198108,7.3872904064141,1014.6087621357989,3360,66.97477760772423,55.74937179601275,24.8586772276823,138.83178869775173
2023-01-05 10:00:00,10,3,1,0,0,20.381036718115396,60.465344054997104,1.8529194926794696,2.7056294066653193,1003.5511576741615,1045,17.616448001117664,47.12341538478459,15.833817006473746,47.320669399445094
2023-01-05 11:00:00,11,3,1,0,0,16.25166883160022,69.35283154426138,13.889075780215954,6.899699853550128,1031.6511976685515,1525,23.722290694179367,71.99749734044059,17.960155470557748,55.14557223363546
2023-01-05 12:00:00,12,3,1,0,0,25.835346843460357,56.73688877124084,5.652759348656318,16.26405471245066,1002.1112992760736,493,6.621736218109771,75.02689199610496,12.395123326510674,34.57493564507285
2023-01-05 13:00:00,13,3,1,0,0,19.53999062745158,37.66499467314042,0.6336091775495362,3.071400138504689,1010.7264612051346,1752,33.38996565687557,75.46902705557248,23.44090543581811,74.77631545239768
2023-01-05 14:00:00,14,3,1,0,0,17.279038323785358,47.663526341177054,0.3570926880529549,1.3618474139643644,1039.0471229097936,1167,11.494878442093743,92.17275903458503,23.52980071138906,63.9718690428803
2023-01-05 15:00:00,15,3,1,0,0,17.54793753463151,79.75438255030056,3.303882558077724,14.22076735228298,1016.955381545109,1515,29.313224223326678,43.99349364987628,17.793655580535887,71.07938520447871
2023-01-05 16:00:00,16,3,1,0,0,18.55063196374612,47.45058106064053,1.2428841762848322,4.6284777008701745,992.7398520221799,273,10.081786840130029,82.89542576946648,25.003716819360505,29.59793630770091
2023-01-05 17:00:00,17,3,1,0,1,18.290514954804788,83.74838294538759,1.4650462057689275,0.5561393776601649,1010.2670778262701,4669,96.21608952716936,53.55062433779023,6.993124903864858,192.54628696747113
2023-01-05 18:00:00,18,3,1,0,1,13.725200990938207,75.74976438857075,10.506071438105817,4.251143607499964,1009.3824053749095,2599,49.498970621292465,82.83602981291261,15.052026189399594,97.00409258126557
2023-01-05 19:00:00,19,3,1,0,1,23.79122159229916,55.23329093495896,0.469169483972326,3.4715481742239844,1014.8851687656417,2707,54.37468149207614,62.87564943217934,18.810145696523485,117.50541072357144
2023-01-05 20:00:00,20,3,1,0,0,19.953549979964663,49.06381255345951,6.282722564155239,9.675455723234245,1012.5555702813871,1749,32.19917715289,57.79042306164233,11.79402252167933,83.35957109169647
2023-01-05 21:00:00,21,3,1,0,0,19.917870663244525,75.71869453695868,1.581383504837883,3.782514032114592,1018.4585049783359,1559,31.923803666678484,60.851459395761964,7.759008738068946,75.75361010157549
2023-01-05 22:00:00,22,3,1,0,0,22.453620536649694,56.3863313235957,7.142424404138085,1.4734155084538427,997.7194574920807,992,27.540539118720158,48.315846988351566,17.84472824473087,45.19765148703932
2023-01-05 23:00:00,23,3,1,0,0,16.836186591599485,36.81524790450062,6.40807530752898,5.629568989280822,1007.5209695981449,715,19.142494013124377,70.606434097502,24.85814060942519,39.47579219730824
2023-01-06 00:00:00,0,4,1,0,0,17.725018638445274,68.43474930934887,0.037096784651391074,3.910716657214939,1016.118436320319,1124,25.083971528463763,58.409899140093145,28.974758739985585,54.363029610635564
2023-01-06 01:00:00,1,4,1,0,0,21.37224694615743,66.25895171787279,3.5579348964452335,1.3266333239628103,1005.3785819256342,1350,24.53557543808141,81.79447346350418,16.16898481756239,67.44387857889298
2023-01-06 02:00:00,2,4,1,0,0,19.8068658475971,77.06559304072167,0.7501595154330442,4.262213705757664,1023.9594358345795,1023,24.209691964724193,79.60084121549376,25.132510863351154,58.94597987597567
2023-01-06 03:00:00,3,4,1,0,0,21.034707005134187,65.24392499040445,10.058055869797066,8.616830067685523,1005.5786315746524,717,5.905615243134735,95.32235579354186,24.455794266529672,40.63018554407816
2023-01-06 04:00:00,4,4,1,0,0,19.759737993942533,51.76279534431424,10.262474736077449,0.14493505500524181,1014.4332908933666,328,5.298232590045548,75.49491225311615,28.530257220341475,15.204466566837795
2023-01-06 05:00:00,5,4,1,0,0,19.275859605067364,79.04518259403201,2.7093958939584315,4.98277513546788,1011.9504303489077,710,17.118557099119748,77.81016650620111,17.548662787521987,46.56993324963994
2023-01-06 06:00:00,6,4,1,0,0,24.30054646186976,80.50485649018265,2.9384939098794076,2.1507247964923284,1002.8531912643268,622,16.142106070238757,91.0014971774172,7.410496533707281,51.07052218477783
2023-01-06 07:00:00,7,4,1,0,1,23.19738112564791,63.498089459778114,1.806879447622606,1.7313000249610155,1013.6049099521158,2268,48.7094224510787,60.58505955959956,20.491300966959212,92.16485892444709
2023-01-06 08:00:00,8,4,1,0,1,12.503722575083867,60.90482871799458,6.30459089183233,2.4927377961974457,999.8806784511592,3001,61.49415344604847,47.67612680765451,12.903443813211938,124.72696859644566
2023-01-06 09:00:00,9,4,1,0,1,24.44098568351649,40.15093465342342,2.2209883337476275,2.0929239619795093,1008.563887732254,2879,56.60137510458058,73.00141088692591,14.935464236565947,121.79336775057992
2023-01-06 10:00:00,10,4,1,0,0,26.47618557008931,50.88710486480286,1.558456502251015,8.926077837920543,1013.302741544953,1024,23.169879849132446,48.66049796178394,17.891465991627722,49.61396517050097
2023-01-06 11:00:00,11,4,1,0,0,23.69533513014833,71.4115446293903,2.8302036896339056,1.6065239065414372,998.7266181092664,1418,23.5956947970685,100.0,17.627506580556,79.4068588070054
2023-01-06 12:00:00,12,4,1,0,0,19.35702655023142,51.64079549455949,0.47973326268166666,6.605399525637292,1019.2350164092052,264,1.056613683533751,91.83247438118414,20.99091486827056,34.47669526578203
2023-01-06 13:00:00,13,4,1,0,0,17.932417368607265,38.14743195910016,6.8639932887917485,0.49391000930695345,1015.6037466850946,1032,20.948673382301486,100.0,24.922094214937324,51.606956553128796
2023-01-06 14:00:00,14,4,1,0,0,22.1834993424976,95.0,0.06338204256601489,15.12028555311385,1018.3200077628873,814,17.14598821354374,70.93670464994693,17.425850917068235,52.71811815923867
2023-01-06 15:00:00,15,4,1,0,0,18.14279191893512,38.04891062359967,5.170940047912919,4.868495495391814,1013.0246907614005,1500,20.871924107176767,78.25860390552397,22.76988254625603,67.18041127603354
2023-01-06 16:00:00,16,4,1,0,0,21.06847949116814,93.85127094651176,1.0097518997145702,6.133113215179503,1001.4931641870822,1893,40.135731904747594,63.10786852071034,20.103712069513538,81.75777905845665
2023-01-06 17:00:00,17,4,1,0,1,19.934357376983705,55.388648331026104,1.3224589305814023,1.76938952575281,1012.9992714808752,3094,65.74364188959697,83.24387208380128,26.548460771149117,117.38237447172698
2023-01-06 18:00:00,18,4,1,0,1,23.65415131326953,58.731555012842875,5.047954646536171,2.655962885339685,1019.2309708364943,2759,54.79357381266852,51.76685181923415,18.679857042255783,107.97864057330989
